County,Site,LabSampleNum,WRIANumber,CollectDate,Parameter,Toxin Concentration (µg/L),MDL (µg/L),ExceedInd,ScumInd
King,Andrews Bay - Seward Park,L63063-16,8,06/29/2015,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L63008-16,8,06/22/2015,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L62981-16,8,06/15/2015,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L62938-16,8,06/08/2015,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L62857-16,8,06/01/2015,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L61451-13,8,10/27/2014,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L61449-13,8,10/20/2014,Anatoxin-a,<MDL,0.010,No,No
King,Andrews Bay - Seward Park,L61449-13,8,10/20/2014,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L61278-13,8,10/13/2014,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L61226-13,8,10/06/2014,Anatoxin-a,<MDL,0.010,No,No
King,Andrews Bay - Seward Park,L61226-13,8,10/06/2014,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L61225-13,8,09/29/2014,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L61224-13,8,09/22/2014,Anatoxin-a,<MDL,0.010,No,No
King,Andrews Bay - Seward Park,L61224-13,8,09/22/2014,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L61053-16,8,09/15/2014,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L61052-16,8,09/08/2014,Anatoxin-a,<MDL,0.010,No,No
King,Andrews Bay - Seward Park,L61052-16,8,09/08/2014,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L60939-16,8,09/02/2014,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L60865-16,8,08/25/2014,Anatoxin-a,<MDL,0.010,No,No
King,Andrews Bay - Seward Park,L60865-16,8,08/25/2014,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L60765-16,8,08/18/2014,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L60729-16,8,08/11/2014,Anatoxin-a,<MDL,0.010,No,No
King,Andrews Bay - Seward Park,L60729-16,8,08/11/2014,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L60667-27,8,08/04/2014,Anatoxin-a,<MDL,0.010,No,No
King,Andrews Bay - Seward Park,L60667-27,8,08/04/2014,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L60667-16,8,08/04/2014,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L60634-16,8,07/28/2014,Anatoxin-a,<MDL,0.010,No,No
King,Andrews Bay - Seward Park,L60634-16,8,07/28/2014,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L60633-16,8,07/21/2014,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L60567-16,8,07/14/2014,Anatoxin-a,<MDL,0.010,No,No
King,Andrews Bay - Seward Park,L60567-16,8,07/14/2014,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L60493-16,8,07/07/2014,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L60437-16,8,06/30/2014,Anatoxin-a,<MDL,0.010,No,No
King,Andrews Bay - Seward Park,L60437-16,8,06/30/2014,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L60428-16,8,06/23/2014,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L60426-16,8,06/16/2014,Anatoxin-a,<MDL,0.010,No,No
King,Andrews Bay - Seward Park,L60426-16,8,06/16/2014,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L60410-16,8,06/09/2014,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L60362-16,8,06/02/2014,Anatoxin-a,<MDL,0.010,No,No
King,Andrews Bay - Seward Park,L60362-16,8,06/02/2014,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L60289-16,8,05/12/2014,Anatoxin-a,<MDL,0.010,No,No
King,Andrews Bay - Seward Park,L60289-16,8,05/12/2014,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L58823-13,8,10/28/2013,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L58822-13,8,10/21/2013,Anatoxin-a,<MDL,0.010,No,No
King,Andrews Bay - Seward Park,L58822-13,8,10/21/2013,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L58821-13,8,10/14/2013,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L58820-13,8,10/07/2013,Anatoxin-a,<MDL,0.010,No,No
King,Andrews Bay - Seward Park,L58820-13,8,10/07/2013,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L58696-13,8,09/30/2013,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L58695-13,8,09/23/2013,Anatoxin-a,<MDL,0.010,No,No
King,Andrews Bay - Seward Park,L58695-13,8,09/23/2013,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L58556-16,8,09/16/2013,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L58555-16,8,09/09/2013,Anatoxin-a,<MDL,0.010,No,No
King,Andrews Bay - Seward Park,L58555-16,8,09/09/2013,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L58424-16,8,09/03/2013,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L58423-16,8,08/26/2013,Anatoxin-a,<MDL,0.010,No,No
King,Andrews Bay - Seward Park,L58423-16,8,08/26/2013,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L58354-16,8,08/19/2013,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L58288-16,8,08/12/2013,Anatoxin-a,<MDL,0.010,No,No
King,Andrews Bay - Seward Park,L58288-16,8,08/12/2013,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L58287-16,8,08/05/2013,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L58286-16,8,07/29/2013,Anatoxin-a,<MDL,0.010,No,No
King,Andrews Bay - Seward Park,L58286-16,8,07/29/2013,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L58256-16,8,07/22/2013,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L58165-16,8,07/15/2013,Anatoxin-a,<MDL,0.010,No,No
King,Andrews Bay - Seward Park,L58165-16,8,07/15/2013,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L58099-16,8,07/08/2013,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L58097-16,8,07/01/2013,Anatoxin-a,<MDL,0.010,No,No
King,Andrews Bay - Seward Park,L58097-16,8,07/01/2013,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L58064-16,8,06/24/2013,Microcystin,<MDL,0.160,No,No
King,Andrews Bay - Seward Park,L58025-16,8,06/17/2013,Anatoxin-a,<MDL,0.010,No,No
King,Andrews Bay - Seward Park,L58025-16,8,06/17/2013,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L58024-16,8,06/10/2013,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L57933-16,8,06/03/2013,Anatoxin-a,0.025,0.010,No,No
King,Andrews Bay - Seward Park,L57933-16,8,06/03/2013,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L57932-16,8,05/28/2013,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L56603-13,8,10/22/2012,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L56601-13,8,10/15/2012,Anatoxin-a,<MDL,0.019,No,No
King,Andrews Bay - Seward Park,L56601-13,8,10/15/2012,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L56600-13,8,10/08/2012,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L56414-16,8,10/01/2012,Anatoxin-a,<MDL,0.019,No,No
King,Andrews Bay - Seward Park,L56414-16,8,10/01/2012,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L56371-16,8,09/17/2012,Anatoxin-a,<MDL,0.019,No,No
King,Andrews Bay - Seward Park,L56371-16,8,09/17/2012,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L56370-16,8,09/10/2012,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L56369-16,8,09/04/2012,Anatoxin-a,<MDL,0.019,No,No
King,Andrews Bay - Seward Park,L56369-16,8,09/04/2012,Microcystin,0.051,0.050,No,No
King,Andrews Bay - Seward Park,L56224-16,8,08/27/2012,Anatoxin-a,<MDL,0.019,No,No
King,Andrews Bay - Seward Park,L56224-16,8,08/27/2012,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L56223-16,8,08/20/2012,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L56154-16,8,08/13/2012,Anatoxin-a,<MDL,0.019,No,No
King,Andrews Bay - Seward Park,L56154-16,8,08/13/2012,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L56123-16,8,08/06/2012,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L55974-16,8,07/30/2012,Anatoxin-a,<MDL,0.019,No,No
King,Andrews Bay - Seward Park,L55974-16,8,07/30/2012,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L55973-16,8,07/23/2012,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L55952-16,8,07/16/2012,Anatoxin-a,<MDL,0.019,No,No
King,Andrews Bay - Seward Park,L55952-16,8,07/16/2012,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L55910-16,8,07/09/2012,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L55909-16,8,07/02/2012,Anatoxin-a,<MDL,0.019,No,No
King,Andrews Bay - Seward Park,L55909-16,8,07/02/2012,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L55908-16,8,06/25/2012,Anatoxin-a,<MDL,0.019,No,No
King,Andrews Bay - Seward Park,L55908-16,8,06/25/2012,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L55857-16,8,06/18/2012,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L55782-16,8,06/11/2012,Anatoxin-a,<MDL,0.019,No,No
King,Andrews Bay - Seward Park,L55782-16,8,06/11/2012,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L55777-16,8,06/04/2012,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L55732-16,8,05/29/2012,Anatoxin-a,<MDL,0.019,No,No
King,Andrews Bay - Seward Park,L55732-16,8,05/29/2012,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L55697-16,8,05/21/2012,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L55696-16,8,05/14/2012,Anatoxin-a,0.019,0.019,No,No
King,Andrews Bay - Seward Park,L55696-16,8,05/14/2012,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L54376-13,8,10/24/2011,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L54373-13,8,10/17/2011,Anatoxin-a,<MDL,0.019,No,No
King,Andrews Bay - Seward Park,L54373-13,8,10/17/2011,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L54221-13,8,10/10/2011,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L54311-13,8,10/03/2011,Anatoxin-a,<MDL,0.019,No,No
King,Andrews Bay - Seward Park,L54311-13,8,10/03/2011,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L54217-13,8,09/26/2011,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L54098-16,8,09/19/2011,Anatoxin-a,<MDL,0.019,No,No
King,Andrews Bay - Seward Park,L54098-16,8,09/19/2011,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L54097-16,8,09/12/2011,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L53911-16,8,09/06/2011,Anatoxin-a,<MDL,0.019,No,No
King,Andrews Bay - Seward Park,L53911-16,8,09/06/2011,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L53910-16,8,08/29/2011,Anatoxin-a,<MDL,0.019,No,No
King,Andrews Bay - Seward Park,L53910-16,8,08/29/2011,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L53906-16,8,08/22/2011,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L53782-15,8,08/15/2011,Anatoxin-a,<MDL,0.019,No,No
King,Andrews Bay - Seward Park,L53782-15,8,08/15/2011,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L53780-15,8,08/08/2011,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L53562-15,8,08/01/2011,Anatoxin-a,<MDL,0.019,No,No
King,Andrews Bay - Seward Park,L53562-15,8,08/01/2011,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L53561-15,8,07/25/2011,Microcystin,0.054,0.050,No,No
King,Andrews Bay - Seward Park,L53522-15,8,07/18/2011,Anatoxin-a,<MDL,0.019,No,No
King,Andrews Bay - Seward Park,L53522-15,8,07/18/2011,Microcystin,0.060,0.050,No,No
King,Andrews Bay - Seward Park,L53520-15,8,07/11/2011,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L53470-15,8,07/05/2011,Anatoxin-a,<MDL,0.019,No,No
King,Andrews Bay - Seward Park,L53470-15,8,07/05/2011,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L53432-15,8,06/27/2011,Anatoxin-a,<MDL,0.019,No,No
King,Andrews Bay - Seward Park,L53432-15,8,06/27/2011,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L53424-15,8,06/20/2011,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L53324-15,8,06/13/2011,Anatoxin-a,<MDL,0.019,No,No
King,Andrews Bay - Seward Park,L53324-15,8,06/13/2011,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L53320-15,8,06/06/2011,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L53319-15,8,05/31/2011,Anatoxin-a,<MDL,0.019,No,No
King,Andrews Bay - Seward Park,L53319-15,8,05/31/2011,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L53248-15,8,05/23/2011,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L53241-15,8,05/16/2011,Anatoxin-a,<MDL,0.019,No,No
King,Andrews Bay - Seward Park,L53241-15,8,05/16/2011,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L51784-14,8,10/25/2010,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L51783-14,8,10/18/2010,Anatoxin-a,<MDL,0.019,No,No
King,Andrews Bay - Seward Park,L51783-14,8,10/18/2010,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L51910-14,8,10/11/2010,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L51781-14,8,10/04/2010,Anatoxin-a,0.040,0.019,No,No
King,Andrews Bay - Seward Park,L51781-14,8,10/04/2010,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L51779-14,8,09/27/2010,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L51603-16,8,09/20/2010,Anatoxin-a,0.056,0.019,No,No
King,Andrews Bay - Seward Park,L51603-16,8,09/20/2010,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L51602-16,8,09/13/2010,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L51600-16,8,09/07/2010,Anatoxin-a,0.019,0.019,No,No
King,Andrews Bay - Seward Park,L51600-16,8,09/07/2010,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L51486-16,8,08/30/2010,Anatoxin-a,<MDL,0.019,No,No
King,Andrews Bay - Seward Park,L51486-16,8,08/30/2010,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L51446-16,8,08/23/2010,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L51445-16,8,08/16/2010,Anatoxin-a,<MDL,0.019,No,No
King,Andrews Bay - Seward Park,L51445-16,8,08/16/2010,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L51311-16,8,08/09/2010,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L51309-16,8,08/02/2010,Anatoxin-a,<MDL,0.019,No,No
King,Andrews Bay - Seward Park,L51309-16,8,08/02/2010,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L51202-16,8,07/26/2010,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L51201-16,8,07/19/2010,Anatoxin-a,<MDL,0.019,No,No
King,Andrews Bay - Seward Park,L51201-16,8,07/19/2010,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L51053-16,8,07/12/2010,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L51040-16,8,07/06/2010,Anatoxin-a,<MDL,0.019,No,No
King,Andrews Bay - Seward Park,L51040-16,8,07/06/2010,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L51022-16,8,06/28/2010,Anatoxin-a,<MDL,0.019,No,No
King,Andrews Bay - Seward Park,L51022-16,8,06/28/2010,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L51021-16,8,06/21/2010,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L50987-16,8,06/14/2010,Anatoxin-a,<MDL,0.019,No,No
King,Andrews Bay - Seward Park,L50987-16,8,06/14/2010,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L50929-16,8,06/07/2010,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L50928-16,8,06/01/2010,Anatoxin-a,<MDL,0.047,No,No
King,Andrews Bay - Seward Park,L50928-16,8,06/01/2010,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L50861-16,8,05/24/2010,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L50867-16,8,05/17/2010,Anatoxin-a,<MDL,0.047,No,No
King,Andrews Bay - Seward Park,L50867-16,8,05/17/2010,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L49460-13,8,10/27/2009,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L49376-13,8,10/20/2009,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L49307-13,8,10/13/2009,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L49250-13,8,10/06/2009,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L49172-12,8,09/29/2009,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L49125-16,8,09/22/2009,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L49031-16,8,09/15/2009,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L48942-16,8,09/08/2009,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L48940-16,8,08/31/2009,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L48805-16,8,08/25/2009,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L48763-16,8,08/18/2009,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L48699-16,8,08/11/2009,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L48696-16,8,08/04/2009,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L48643-16,8,07/28/2009,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L48575-16,8,07/21/2009,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L48457-16,8,07/14/2009,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L48399-16,8,07/07/2009,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L48325-16,8,06/29/2009,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L48324-16,8,06/23/2009,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L48292-16,8,06/15/2009,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L48234-16,8,06/09/2009,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L48143-16,8,06/02/2009,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L48077-16,8,05/26/2009,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L48076-16,8,05/18/2009,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L47947-16,8,05/12/2009,Microcystin,<MDL,0.050,No,No
King,Andrews Bay - Seward Park,L46098-18,8,07/29/2008,Microcystin,<MDL,0.050,No,No
King,Matthews Beach,L68835-6,8,10/23/2017,Anatoxin-a,<MDL,0.165,No,No
King,Matthews Beach,L68835-6,8,10/23/2017,Microcystin,<MDL,0.150,No,No
King,Matthews Beach,L68753-6,8,10/16/2017,Anatoxin-a,<MDL,0.165,No,No
King,Matthews Beach,L68753-6,8,10/16/2017,Microcystin,<MDL,0.150,No,No
King,Matthews Beach,L68701-6,8,10/09/2017,Anatoxin-a,<MDL,0.165,No,No
King,Matthews Beach,L68701-6,8,10/09/2017,Microcystin,<MDL,0.150,No,No
King,Matthews Beach,L68678-6,8,10/02/2017,Anatoxin-a,<MDL,0.165,No,No
King,Matthews Beach,L68678-6,8,10/02/2017,Microcystin,<MDL,0.150,No,No
King,Matthews Beach,L68616-6,8,09/25/2017,Anatoxin-a,<MDL,0.165,No,No
King,Matthews Beach,L68616-6,8,09/25/2017,Microcystin,<MDL,0.150,No,No
King,Matthews Beach,L68558-7,8,09/18/2017,Anatoxin-a,<MDL,0.165,No,No
King,Matthews Beach,L68558-7,8,09/18/2017,Microcystin,<MDL,0.150,No,No
King,Matthews Beach,L68543-16,8,09/11/2017,Anatoxin-a,<MDL,0.165,No,No
King,Matthews Beach,L68543-7,8,09/11/2017,Anatoxin-a,<MDL,0.165,No,No
King,Matthews Beach,L68543-7,8,09/11/2017,Microcystin,<MDL,0.150,No,No
King,Matthews Beach,L68543-16,8,09/11/2017,Microcystin,<MDL,0.150,No,No
King,Matthews Beach,L68480-7,8,09/05/2017,Anatoxin-a,<MDL,0.165,No,No
King,Matthews Beach,L68480-7,8,09/05/2017,Microcystin,<MDL,0.150,No,No
King,Matthews Beach,L68441-7,8,08/28/2017,Anatoxin-a,<MDL,0.165,No,No
King,Matthews Beach,L68441-7,8,08/28/2017,Microcystin,<MDL,0.150,No,No
King,Matthews Beach,L68378-7,8,08/21/2017,Anatoxin-a,<MDL,0.165,No,No
King,Matthews Beach,L68378-7,8,08/21/2017,Microcystin,<MDL,0.150,No,No
King,Matthews Beach,L68302-20,8,08/14/2017,Anatoxin-a,<MDL,0.165,No,No
King,Matthews Beach,L68302-7,8,08/14/2017,Anatoxin-a,<MDL,0.165,No,No
King,Matthews Beach,L68302-7,8,08/14/2017,Microcystin,<MDL,0.150,No,No
King,Matthews Beach,L68302-20,8,08/14/2017,Microcystin,<MDL,0.150,No,No
King,Matthews Beach,L68288-7,8,08/07/2017,Anatoxin-a,<MDL,0.165,No,No
King,Matthews Beach,L68288-7,8,08/07/2017,Microcystin,<MDL,0.150,No,No
King,Matthews Beach,L68230-7,8,07/31/2017,Anatoxin-a,<MDL,0.165,No,No
King,Matthews Beach,L68230-7,8,07/31/2017,Microcystin,<MDL,0.150,No,No
King,Matthews Beach,L68164-7,8,07/24/2017,Anatoxin-a,<MDL,0.165,No,No
King,Matthews Beach,L68164-7,8,07/24/2017,Microcystin,<MDL,0.150,No,No
King,Matthews Beach,L68115-7,8,07/17/2017,Anatoxin-a,<MDL,0.165,No,No
King,Matthews Beach,L68115-7,8,07/17/2017,Microcystin,<MDL,0.150,No,No
King,Matthews Beach,L68069-7,8,07/10/2017,Anatoxin-a,<MDL,0.165,No,No
King,Matthews Beach,L68069-7,8,07/10/2017,Microcystin,<MDL,0.150,No,No
King,Matthews Beach,L68059-7,8,07/05/2017,Anatoxin-a,<MDL,0.165,No,No
King,Matthews Beach,L68059-7,8,07/05/2017,Microcystin,<MDL,0.150,No,No
King,Matthews Beach,L68032-7,8,06/26/2017,Microcystin,<MDL,0.150,No,No
King,Matthews Beach,L68005-7,8,06/19/2017,Microcystin,<MDL,0.150,No,No
King,Matthews Beach,L67910-7,8,06/12/2017,Microcystin,<MDL,0.150,No,No
King,Matthews Beach,L66445-6,8,10/24/2016,Anatoxin-a,<MDL,0.010,No,No
King,Matthews Beach,L66445-6,8,10/24/2016,Microcystin,<MDL,0.200,No,No
King,Matthews Beach,L66325-6,8,10/17/2016,Microcystin,<MDL,0.200,No,No
King,Matthews Beach,L66237-6,8,10/10/2016,Anatoxin-a,0.011,0.010,No,No
King,Matthews Beach,L66237-6,8,10/10/2016,Microcystin,<MDL,0.200,No,No
King,Matthews Beach,L66156-6,8,10/03/2016,Microcystin,<MDL,0.200,No,No
King,Matthews Beach,L66105-6,8,09/26/2016,Anatoxin-a,<MDL,0.010,No,No
King,Matthews Beach,L66105-6,8,09/26/2016,Microcystin,<MDL,0.200,No,No
King,Matthews Beach,L66089-8,8,09/19/2016,Microcystin,<MDL,0.200,No,No
King,Matthews Beach,L66054-8,8,09/12/2016,Anatoxin-a,<MDL,0.010,No,No
King,Matthews Beach,L66054-8,8,09/12/2016,Microcystin,<MDL,0.200,No,No
King,Matthews Beach,L66024-8,8,09/06/2016,Microcystin,<MDL,0.200,No,No
King,Matthews Beach,L65985-8,8,08/29/2016,Anatoxin-a,<MDL,0.010,No,No
King,Matthews Beach,L65985-8,8,08/29/2016,Microcystin,<MDL,0.200,No,No
King,Matthews Beach,L65943-8,8,08/22/2016,Microcystin,<MDL,0.200,No,No
King,Matthews Beach,L65902-8,8,08/15/2016,Anatoxin-a,<MDL,0.010,No,No
King,Matthews Beach,L65902-8,8,08/15/2016,Microcystin,<MDL,0.200,No,No
King,Matthews Beach,L65870-8,8,08/08/2016,Microcystin,<MDL,0.200,No,No
King,Matthews Beach,L65832-8,8,08/01/2016,Anatoxin-a,<MDL,0.010,No,No
King,Matthews Beach,L65832-8,8,08/01/2016,Microcystin,<MDL,0.200,No,No
King,Matthews Beach,L65753-8,8,07/25/2016,Anatoxin-a,<MDL,0.010,No,No
King,Matthews Beach,L65753-8,8,07/25/2016,Microcystin,<MDL,0.200,No,No
King,Matthews Beach,L65710-8,8,07/18/2016,Anatoxin-a,0.060,0.010,No,No
King,Matthews Beach,L65710-8,8,07/18/2016,Microcystin,<MDL,0.200,No,No
King,Matthews Beach,L65680-8,8,07/11/2016,Microcystin,<MDL,0.200,No,No
King,Matthews Beach,L65646-8,8,07/05/2016,Anatoxin-a,<MDL,0.010,No,No
King,Matthews Beach,L65646-8,8,07/05/2016,Microcystin,<MDL,0.200,No,No
King,Matthews Beach,L65601-8,8,06/27/2016,Microcystin,<MDL,0.200,No,No
